title,start,end,weekday,raw_date,veranstaltungstitel,sprache,studiengang,anzahl_studierende,geplante_vorlesungsstunden,planungsnotiz,ressourcen,personen,date,Kurs
"Lehrveranstaltung


Titel:


Interkulturelle Kommunikation Gruppe 1




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


D421
 (Di 07.01.25  13:00,",2025-01-21 13:00:00,2025-01-21 14:30:00,Di,21.01.25,Interkulturelle Kommunikation Gruppe 1,Deutsch,Technik/Informatik,,0,reserviert von:,,,2025-01-21,TINF24B2
"Introduction to Networks (CCNA-1, Z)
erstellt am 16.11.12 01:00, zuletzt geändert am 06.01.25 10:00


Fr 13:00-15:30 wöchentlich
Lehrveranstaltung


Titel:


Introduction to Networks (CCNA-1, Z)




Sprache:


Englisch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


33




Planungsnotiz:


freiwilliges Zusatzfach
Ralf Brune lädt Sie zu einem geplanten Zoom-Meeting ein.
https://us02web.zoom.us/j/8738674352?pwd=eHVNVXpjTFZzSXNMYnhJMjB3c3N2UT09
Meeting-ID: 873 867 4352
Kenncode: SKe5d9




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF24B1,TINF24B4,TINF24B6,XOnline-Veranstaltung,TINF24B2,TINF24B5




Personen:


Brune, Ralf


Brune, Ralf
TINF24B1
TINF24B4
TINF24B6
XOnline-Veranstaltung
TINF24B2
TINF24B5
 






 
 


 
 
 
 
 


 
 
 


 
 
 






 
13:30 -16:45
Webengineering
erstellt am 18.09.24 17:32, zuletzt geändert am 10.02.25 08:25",2025-01-20 13:00:00,2025-01-20 15:30:00,Mo,20.01.25,"Introduction to Networks (CCNA-1, Z)",,,,,,,,2025-01-20,TINF24B2
"Lehrveranstaltung


Titel:


Webengineering




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF22






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF24B2




Ressourcen:


F492,TINF24B2




Personen:


Häfner, Christoph


Häfner, Christoph
F492
TINF24B2
 
 
 
 
13:30 -16:00
Projekt Management
erstellt am 18.09.24 17:22, zuletzt geändert am 19.03.25 08:30",2025-01-22 13:30:00,2025-01-22 16:45:00,Mi,22.01.25,Webengineering,Deutsch,Technik/Informatik,,0,reserviert von:,"F492,TINF24B2","Häfner, Christoph",2025-01-22,TINF24B2
"Technische Informatik I
erstellt am 18.09.24 17:09, zuletzt geändert am 04.02.25 20:36",2025-01-28 08:00:00,2025-01-28 12:15:00,Di,28.01.25,Technische Informatik I,,,,,,,,2025-01-28,TINF24B2
"Lehrveranstaltung


Titel:


Technische Informatik I




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


34




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik






Technik/Informatik/TINF24




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2,XOnline-Veranstaltung
 (Di 04.02.25  08:00)




Personen:


Röthig, Jürgen


Röthig, Jürgen
F492
TINF24B2
 
 
 


 
 
08:00 -12:15
Lineare Algebra
erstellt am 18.09.24 17:25, zuletzt geändert am 19.03.25 08:30


Do 08:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Lineare Algebra




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:


44 + 11 Selbststudium




reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF24B2




Ressourcen:


F492,TINF24B2




Personen:


Reischl, Markus


Reischl, Markus
F492
TINF24B2
 
 
 


 






 
 


 
 
 
 
 


 
 
 
 
 


 






 
 


 
 
 
 
 


 
 
 
 
08:30 -11:45
Betriebswirtschaftslehre
erstellt am 18.09.24 17:26, zuletzt geändert am 20.02.25 16:03


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Betriebswirtschaftslehre




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF22






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Kleinknecht, Rüdiger


Kleinknecht, Rüdiger
F492
TINF24B2
 






 
 


 
 
 
 
 


 
 
 
 
 






9:00
  


 
 


 
 
 
 
 


 
 
 
 
 






 
 


 
 
 
 
 


 
 
 
 
 






 
 


 
 
 
 
09:30 -12:45
Theoretische Informatik I
erstellt am 18.09.24 17:20, zuletzt geändert am 17.03.25 13:04",2025-01-29 08:00:00,2025-01-29 12:15:00,Mi,29.01.25,Technische Informatik I,Deutsch,Technik/Informatik,34,0,reserviert von:,"F492,TINF24B2,XOnline-Veranstaltung, (Di 04.02.25  08:00)","Röthig, Jürgen",2025-01-29,TINF24B2
"Lehrveranstaltung


Titel:


Theoretische Informatik I




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF24






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Ritterbusch, Sebastian


Ritterbusch, Sebastian
F492
TINF24B2
 
 
 
 
 






 
 


 
 
 
 
 
 
 
 
 






10:00
  


 
 


 
 
 
 
 
 
 
 
 






 
 


 
 
 
 
 
 
 
 
 






 
 


 
 
 
 
 
 
 
 
 






 
 


 
 
 
 
 
 
 
 
 






11:00
  


 
 


 
 
 
 
 
 
 
 
 






 
 


 
 
 
 
 
 
 
 
 






 
 


 
 
 
 
 
 
 
 
 






 
 


 
 
 
 
 
 
 
 
 


 






12:00
  


 
 


 
 
 
 
 
 
 
 
 


 






 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






13:00
  


 
 


 
 
13:00 -14:30
Intercultural Communication Group 2
erstellt am 10.02.25 11:44, zuletzt geändert am 10.02.25 11:45


Di 13:00-14:30 Alle 2 Wochen
Lehrveranstaltung


Titel:


Intercultural Communication Group 2




Sprache:


Deutsch




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Lauer, Silvia




Ressourcen:


D421,TINF24B2




Personen:


Lauer, Silvia


Lauer, Silvia
D421
TINF24B2
 
 
 


 
 
13:00 -17:15
Programmieren
erstellt am 18.09.24 17:29, zuletzt geändert am 24.02.25 13:04",2025-01-30 09:30:00,2025-01-30 12:45:00,Do,30.01.25,Theoretische Informatik I,Deutsch,Technik/Informatik,,0,reserviert von:,"F492,TINF24B2","Ritterbusch, Sebastian",2025-01-30,TINF24B2
"Lehrveranstaltung


Titel:


Programmieren




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF24






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:


44 + 11 begleitetes Selbststudium




reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Schlachter, Thorsten


Schlachter, Thorsten
F492
TINF24B2
 
 
13:00 -15:30
Introduction to Networks (CCNA-1, Z)
erstellt am 16.11.12 01:00, zuletzt geändert am 06.01.25 10:00


Fr 13:00-15:30 wöchentlich
Lehrveranstaltung


Titel:


Introduction to Networks (CCNA-1, Z)




Sprache:


Englisch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


33




Planungsnotiz:


freiwilliges Zusatzfach
Ralf Brune lädt Sie zu einem geplanten Zoom-Meeting ein.
https://us02web.zoom.us/j/8738674352?pwd=eHVNVXpjTFZzSXNMYnhJMjB3c3N2UT09
Meeting-ID: 873 867 4352
Kenncode: SKe5d9




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF24B1,TINF24B4,TINF24B6,XOnline-Veranstaltung,TINF24B2,TINF24B5




Personen:


Brune, Ralf


Brune, Ralf
TINF24B1
TINF24B4
TINF24B6
XOnline-Veranstaltung
TINF24B2
TINF24B5
 






 
 


 
 
 
 
 


 
 
 
 
 






 
13:30 -16:45
Webengineering
erstellt am 18.09.24 17:32, zuletzt geändert am 10.02.25 08:25",2025-01-27 13:00:00,2025-01-27 17:15:00,Mo,27.01.25,Programmieren,Deutsch,Technik/Informatik,0,0,44 + 11 begleitetes Selbststudium,"F492,TINF24B2","Schlachter, Thorsten",2025-01-27,TINF24B2
"Lehrveranstaltung


Titel:


Webengineering




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF22






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF24B2




Ressourcen:


F492,TINF24B2




Personen:


Häfner, Christoph


Häfner, Christoph
F492
TINF24B2
 
 
 
 
13:30 -16:00
Projekt Management
erstellt am 18.09.24 17:22, zuletzt geändert am 19.03.25 08:30",2025-01-29 13:30:00,2025-01-29 16:45:00,Mi,29.01.25,Webengineering,Deutsch,Technik/Informatik,,0,reserviert von:,"F492,TINF24B2","Häfner, Christoph",2025-01-29,TINF24B2
"Lehrveranstaltung


Titel:


Projekt Management




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF24B2




Ressourcen:


F492,TINF24B2




Personen:


Mielke, Arno


Mielke, Arno
F492
TINF24B2
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






14:00
  


 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 


 
 
 
 
 
 
 






 
 
 
14:45 -16:15
Interkulturelle Kommunikation Gruppe 1
erstellt am 18.09.24 17:14, zuletzt geändert am 10.02.25 12:25


Di 14:45-16:15 Alle 2 Wochen
Lehrveranstaltung


Titel:


Interkulturelle Kommunikation Gruppe 1




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


D421
 (Di 07.01.25  13:00,",2025-01-21 13:30:00,2025-01-21 16:00:00,Di,21.01.25,Projekt Management,Deutsch,Technik/Informatik,,0,reserviert von:,"F492,TINF24B2","Mielke, Arno",2025-01-21,TINF24B2
"Technische Informatik I
erstellt am 18.09.24 17:09, zuletzt geändert am 04.02.25 20:36",2025-02-04 08:00:00,2025-02-04 12:15:00,Di,04.02.25,Technische Informatik I,,,,,,,,2025-02-04,TINF24B2
"Lehrveranstaltung


Titel:


Technische Informatik I




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


34




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik






Technik/Informatik/TINF24




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2,XOnline-Veranstaltung
 (Di 04.02.25  08:00)




Personen:


Röthig, Jürgen


Röthig, Jürgen
F492
TINF24B2
XOnline-Veranstaltung
 
 
 


 
 
08:00 -12:15
Lineare Algebra
erstellt am 18.09.24 17:25, zuletzt geändert am 19.03.25 08:30


Do 08:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Lineare Algebra




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:


44 + 11 Selbststudium




reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF24B2




Ressourcen:


F492,TINF24B2




Personen:


Reischl, Markus


Reischl, Markus
F492
TINF24B2
 
 
 


 






 
 


 
 
 
 
 


 
 
 
 
 


 






 
08:30 -12:45
Programmieren
erstellt am 18.09.24 17:29, zuletzt geändert am 24.02.25 13:04",2025-02-03 08:00:00,2025-02-03 12:15:00,Mo,03.02.25,Technische Informatik I,Deutsch,Technik/Informatik,34,0,reserviert von:,"F492,TINF24B2,XOnline-Veranstaltung, (Di 04.02.25  08:00)","Röthig, Jürgen",2025-02-03,TINF24B2
"Lehrveranstaltung


Titel:


Programmieren




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF24






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:


44 + 11 begleitetes Selbststudium




reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Schlachter, Thorsten


Schlachter, Thorsten
F492
TINF24B2
 
 
 
 
08:30 -12:30
Theoretische Informatik I
erstellt am 18.09.24 17:20, zuletzt geändert am 17.03.25 13:04",2025-02-05 08:30:00,2025-02-05 12:45:00,Mi,05.02.25,Programmieren,Deutsch,Technik/Informatik,,0,44 + 11 begleitetes Selbststudium,"F492,TINF24B2","Schlachter, Thorsten",2025-02-05,TINF24B2
"Lehrveranstaltung


Titel:


Theoretische Informatik I




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF24






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Ritterbusch, Sebastian


Ritterbusch, Sebastian
F492
TINF24B2
 
 
 
 
08:30 -11:45
Betriebswirtschaftslehre
erstellt am 18.09.24 17:26, zuletzt geändert am 20.02.25 16:03


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Betriebswirtschaftslehre




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF22






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Kleinknecht, Rüdiger


Kleinknecht, Rüdiger
F492
TINF24B2
 






 
 
 
 
 
 
 
 
 
 






9:00
  


 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






10:00
  


 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






11:00
  


 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 


 






12:00
  


 
 
 
 
 
 
 
 
 
 


 






 
 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






13:00
  


 
 


 
 
13:00 -14:30
Interkulturelle Kommunikation Gruppe 1
erstellt am 18.09.24 17:14, zuletzt geändert am 10.02.25 12:25",2025-02-04 08:30:00,2025-02-04 12:30:00,Di,04.02.25,Theoretische Informatik I,Deutsch,Technik/Informatik,,0,reserviert von:,"F492,TINF24B2","Ritterbusch, Sebastian",2025-02-04,TINF24B2
"Lehrveranstaltung


Titel:


Interkulturelle Kommunikation Gruppe 1




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


D421
 (Di 07.01.25  13:00,",2025-01-21 13:00:00,2025-01-21 14:30:00,Di,21.01.25,Interkulturelle Kommunikation Gruppe 1,Deutsch,Technik/Informatik,,0,reserviert von:,,,2025-01-21,TINF24B2
"Introduction to Networks (CCNA-1, Z)
erstellt am 16.11.12 01:00, zuletzt geändert am 06.01.25 10:00


Fr 13:00-15:30 wöchentlich
Lehrveranstaltung


Titel:


Introduction to Networks (CCNA-1, Z)




Sprache:


Englisch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


33




Planungsnotiz:


freiwilliges Zusatzfach
Ralf Brune lädt Sie zu einem geplanten Zoom-Meeting ein.
https://us02web.zoom.us/j/8738674352?pwd=eHVNVXpjTFZzSXNMYnhJMjB3c3N2UT09
Meeting-ID: 873 867 4352
Kenncode: SKe5d9




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF24B1,TINF24B4,TINF24B6,XOnline-Veranstaltung,TINF24B2,TINF24B5




Personen:


Brune, Ralf


Brune, Ralf
TINF24B1
TINF24B4
TINF24B6
XOnline-Veranstaltung
TINF24B2
TINF24B5
 






 
 


 
 
 
 
 


 
 
 


 
 
 






 
13:30 -16:45
Webengineering
erstellt am 18.09.24 17:32, zuletzt geändert am 10.02.25 08:25",2025-02-03 13:00:00,2025-02-03 15:30:00,Mo,03.02.25,"Introduction to Networks (CCNA-1, Z)",,,,,,,,2025-02-03,TINF24B2
"Lehrveranstaltung


Titel:


Webengineering




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF22






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF24B2




Ressourcen:


F492,TINF24B2




Personen:


Häfner, Christoph


Häfner, Christoph
F492
TINF24B2
 
 
 
 
13:30 -16:00
Projekt Management
erstellt am 18.09.24 17:22, zuletzt geändert am 19.03.25 08:30",2025-02-05 13:30:00,2025-02-05 16:45:00,Mi,05.02.25,Webengineering,Deutsch,Technik/Informatik,,0,reserviert von:,"F492,TINF24B2","Häfner, Christoph",2025-02-05,TINF24B2
"Technische Informatik I
erstellt am 18.09.24 17:09, zuletzt geändert am 04.02.25 20:36",2025-02-11 08:00:00,2025-02-11 12:15:00,Di,11.02.25,Technische Informatik I,,,,,,,,2025-02-11,TINF24B2
"Lehrveranstaltung


Titel:


Technische Informatik I




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


34




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik






Technik/Informatik/TINF24




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2,XOnline-Veranstaltung
 (Di 04.02.25  08:00)




Personen:


Röthig, Jürgen


Röthig, Jürgen
F492
TINF24B2
 
 
 


 
 
08:00 -12:15
Lineare Algebra
erstellt am 18.09.24 17:25, zuletzt geändert am 19.03.25 08:30


Do 08:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Lineare Algebra




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:


44 + 11 Selbststudium




reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF24B2




Ressourcen:


F492,TINF24B2




Personen:


Reischl, Markus


Reischl, Markus
F492
TINF24B2
 
 
 


 






 
 


 
 
 
 
 


 
 
 
 
 


 






 
08:30 -12:45
Programmieren
erstellt am 18.09.24 17:29, zuletzt geändert am 24.02.25 13:04",2025-02-10 08:00:00,2025-02-10 12:15:00,Mo,10.02.25,Technische Informatik I,Deutsch,Technik/Informatik,34,0,reserviert von:,"F492,TINF24B2,XOnline-Veranstaltung, (Di 04.02.25  08:00)","Röthig, Jürgen",2025-02-10,TINF24B2
"Lehrveranstaltung


Titel:


Programmieren




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF24






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:


44 + 11 begleitetes Selbststudium




reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Schlachter, Thorsten


Schlachter, Thorsten
F492
TINF24B2
 
 
 
 
08:30 -12:30
Theoretische Informatik I
erstellt am 18.09.24 17:20, zuletzt geändert am 17.03.25 13:04",2025-02-12 08:30:00,2025-02-12 12:45:00,Mi,12.02.25,Programmieren,Deutsch,Technik/Informatik,,0,44 + 11 begleitetes Selbststudium,"F492,TINF24B2","Schlachter, Thorsten",2025-02-12,TINF24B2
"Lehrveranstaltung


Titel:


Theoretische Informatik I




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF24






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Ritterbusch, Sebastian


Ritterbusch, Sebastian
F492
TINF24B2
 
 
 
 
08:30 -11:45
Betriebswirtschaftslehre
erstellt am 18.09.24 17:26, zuletzt geändert am 20.02.25 16:03


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Betriebswirtschaftslehre




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF22






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Kleinknecht, Rüdiger


Kleinknecht, Rüdiger
F492
TINF24B2
 






 
 
 
 
 
 
 
 
 
 






9:00
  


 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






10:00
  


 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






11:00
  


 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 






 
 
 
 
 
 
 
 
 
 


 






12:00
  


 
 
 
 
 
 
 
 
 
 


 






 
 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






13:00
  


 
 


 
 
13:00 -14:30
Intercultural Communication Group 2
erstellt am 10.02.25 11:44, zuletzt geändert am 10.02.25 11:45


Di 13:00-14:30 Alle 2 Wochen
Lehrveranstaltung


Titel:


Intercultural Communication Group 2




Sprache:


Deutsch




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Lauer, Silvia




Ressourcen:


D421,TINF24B2




Personen:


Lauer, Silvia


Lauer, Silvia
D421
TINF24B2
 
 
 


 
 
 


 
 
13:00 -15:30
Introduction to Networks (CCNA-1, Z)
erstellt am 16.11.12 01:00, zuletzt geändert am 06.01.25 10:00


Fr 13:00-15:30 wöchentlich
Lehrveranstaltung


Titel:


Introduction to Networks (CCNA-1, Z)




Sprache:


Englisch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


33




Planungsnotiz:


freiwilliges Zusatzfach
Ralf Brune lädt Sie zu einem geplanten Zoom-Meeting ein.
https://us02web.zoom.us/j/8738674352?pwd=eHVNVXpjTFZzSXNMYnhJMjB3c3N2UT09
Meeting-ID: 873 867 4352
Kenncode: SKe5d9




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF24B1,TINF24B4,TINF24B6,XOnline-Veranstaltung,TINF24B2,TINF24B5




Personen:


Brune, Ralf


Brune, Ralf
TINF24B1
TINF24B4
TINF24B6
XOnline-Veranstaltung
TINF24B2
TINF24B5
 






 
 


 
 
 
 
 


 
 
 


 
 
 






 
 


 
 
 
 
 


 
 
 


 
 
 






 
 


 
 
 
 
 


 
 
 


 
 
 






14:00
  


 
 


 
 
 
 
 


 
 
 


 
 
 






 
 


 
 
 
 
 


 
 
 


 
 
 






 
 


 
 
 


 
 
 


 
 
14:30 -18:30
Theoretische Informatik I
erstellt am 18.09.24 17:20, zuletzt geändert am 17.03.25 13:04",2025-02-13 08:30:00,2025-02-13 12:30:00,Do,13.02.25,Theoretische Informatik I,Deutsch,Technik/Informatik,0,0,reserviert von:,"F492,TINF24B2","Ritterbusch, Sebastian",2025-02-13,TINF24B2
"Lehrveranstaltung


Titel:


Theoretische Informatik I




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B2






Technik/Informatik/TINF24






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


F492,TINF24B2




Personen:


Ritterbusch, Sebastian


Ritterbusch, Sebastian
F492
TINF24B2
 
 
 






 
 


 
 
14:45 -16:15
Interkulturelle Kommunikation Gruppe 1
erstellt am 18.09.24 17:14, zuletzt geändert am 10.02.25 12:25


Di 14:45-16:15 Alle 2 Wochen
Lehrveranstaltung


Titel:


Interkulturelle Kommunikation Gruppe 1




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF24






Technik/Informatik/TINF24/TINF24B2




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


D421
 (Di 07.01.25  13:00,",2025-01-21 14:30:00,2025-01-21 18:30:00,Di,21.01.25,Theoretische Informatik I,Deutsch,Technik/Informatik,,0,reserviert von:,"F492,TINF24B2","Ritterbusch, Sebastian",2025-01-21,TINF24B2
"Technische Informatik I
erstellt am 18.09.24 17:09, zuletzt geändert am 04.02.25 20:36",2025-02-18 08:00:00,2025-02-18 12:15:00,Di,18.02.25,Technische Informatik I,,,,,,,,2025-02-18,TINF24B2
